customerID,Churn_Probability,Risk_Level,Base_LTV,LTV_Segment,Retention_Priority,Recommended_Action
6158-HDPXZ,0.7105280026031856,HIGH RISK,952.3986180904524,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5419-CONWX,0.8249514658221092,HIGH RISK,3749.4825280247383,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9286-DOJGF,0.6177814911604743,HIGH RISK,2848.1,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2408-PSJVE,0.2225593998611919,LOW RISK,2723.6,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
2087-QAREY,0.40514563111198776,MEDIUM RISK,2055.0770970235794,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6777-TGHTM,0.4655413672701726,MEDIUM RISK,5668.35,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6507-ZJSUR,0.7642498161076802,HIGH RISK,3398.203353304986,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5025-GOOKI,0.22594712624781746,LOW RISK,710.0723424816389,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6080-LNESI,0.05249345950684547,LOW RISK,1262.25,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2236-HILPA,0.0080113957039201,LOW RISK,1280.3,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1386-ZIKUV,0.22103773370054414,LOW RISK,711.9508407421723,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3365-SAIGS,0.7544863245395227,HIGH RISK,3138.970593351372,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6061-GWWAV,0.15272492573113602,LOW RISK,2878.2000000000003,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9979-RGMZT,0.5678108911357469,MEDIUM RISK,3533.455228063394,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8445-DNBAE,0.7506150616318271,HIGH RISK,1880.3767587939697,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6872-HXFNF,0.09936442530624433,LOW RISK,3734.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1320-HTRDR,0.8828280167953829,HIGH RISK,2836.5323734054887,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3923-CSIHK,0.6698435217916605,HIGH RISK,3552.5,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2446-ZKVAF,0.3533816493672265,MEDIUM RISK,2133.974023965984,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4640-UHDOS,0.5473594991662029,MEDIUM RISK,2102.0395535369157,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5457-COLHT,0.04572681923797283,LOW RISK,5564.85,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2254-DLXRI,0.8581657085523655,HIGH RISK,2973.6627464244298,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5339-PXDVH,0.7129923461747493,HIGH RISK,3405.7173463471204,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2386-LAHRK,0.7557145170811382,HIGH RISK,2009.9931387707768,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5062-CJJKH,0.234589236226303,LOW RISK,2015.628633552377,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
8930-XOTDP,0.40994326620731575,MEDIUM RISK,2102.0395535369157,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4779-ZGICK,0.013626577884951297,LOW RISK,1130.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9534-NSXEM,0.021139548964496963,LOW RISK,775.8197816003092,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3716-BDVDB,0.8929793728541218,HIGH RISK,2596.0845960572087,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9842-EFSYY,0.5113380202064781,MEDIUM RISK,2149.002010050251,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9122-UMROB,0.5548463174386726,MEDIUM RISK,762.6702937765751,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1867-BDVFH,0.7995675966028157,HIGH RISK,2793.32691341322,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5949-EBSQK,0.41941934303023076,MEDIUM RISK,2308.6743621955934,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
4160-AMJTL,0.31114308763149023,MEDIUM RISK,738.2498163896404,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8622-ZLFKO,0.8726152762700998,HIGH RISK,3409.474342868187,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2990-IAJSV,0.029490885111197806,LOW RISK,6624.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6064-ZATLR,0.08307059115622453,LOW RISK,1985.5726613838424,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7409-KIUTL,0.8771996188957821,HIGH RISK,2667.46752995748,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5505-OVWQW,0.03908298284429134,LOW RISK,757.0347989949748,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3948-KXDUF,0.047674442802380715,LOW RISK,4537.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9814-AOUDH,0.06280102444229217,LOW RISK,1033.5,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7398-LXGYX,0.49325214005695317,MEDIUM RISK,3731.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5266-PFRQK,0.032194313804405426,LOW RISK,1084.2,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1568-BEKZM,0.05719092775109193,LOW RISK,6303.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2692-PFYTJ,0.4016157729819158,MEDIUM RISK,967.4266041747196,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2533-QVMSK,0.21060713763816782,LOW RISK,5740.099999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5828-AVIPD,0.5449839955800981,MEDIUM RISK,3792.687988017008,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2907-ILJBN,0.07985812594012587,LOW RISK,773.9412833397759,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5226-NOZFC,0.7549551501461192,HIGH RISK,3221.6245168148434,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7114-AEOZE,0.0335056865648812,LOW RISK,1191.0,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2202-CUYXZ,0.8940997269957229,HIGH RISK,3187.811548125241,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3466-RITXD,0.6288716305527594,HIGH RISK,3471.4647854657906,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7278-CKDNC,0.7781884627008351,HIGH RISK,3024.3821994588325,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1956-YIFGE,0.4938328635668549,MEDIUM RISK,3758.875019327406,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0422-UXFAP,0.5373256818411449,MEDIUM RISK,5041.349999999999,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3733-UOCWF,0.17375494227662788,LOW RISK,5218.55,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7191-ADRGF,0.24271639241429446,LOW RISK,2389.2,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5709-LVOEQ,0.13771261896714035,LOW RISK,3037.5316872825665,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
6034-YMTOB,0.7358079041355114,HIGH RISK,2842.1678681870894,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6372-RFVNS,0.869888464951537,HIGH RISK,2960.513258600696,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9052-DHNKM,0.1501704621001937,LOW RISK,2312.43135871666,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5609-IMCGG,0.625571678376991,HIGH RISK,3169.026565519907,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2959-MJHIC,0.8641196706365777,HIGH RISK,3018.746704677232,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1319-YLZJG,0.6662938656460927,HIGH RISK,3178.419056822574,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7623-TRNQN,0.5345300742714008,MEDIUM RISK,1874.7412640123691,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0377-JBKKT,0.2563042594839437,LOW RISK,2177.1794839582526,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1936-CZAKF,0.27521348458407396,LOW RISK,2432.85,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
5063-IUOKK,0.031846058878541576,LOW RISK,742.0068129107074,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8646-JCOMS,0.17742468346443954,LOW RISK,5976.3,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0979-MOZQI,0.09701043406992386,LOW RISK,2418.0,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1525-LNLOJ,0.12213259513582242,LOW RISK,4177.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5759-RCVCB,0.6618370518522246,HIGH RISK,1322.4627754155392,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9968-FFVVH,0.10493142897944534,LOW RISK,4334.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2266-FUBDZ,0.01666928874619223,LOW RISK,726.9788268264399,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4760-THGOT,0.5383562191922904,MEDIUM RISK,4046.3,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2307-FYNNL,0.4028864787608713,MEDIUM RISK,7088.25,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1143-NMNQJ,0.9041816726390031,HIGH RISK,3219.74601855431,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1629-DQQVB,0.38795386436159846,MEDIUM RISK,1882.2552570545035,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3766-EJLFL,0.2358577018862975,LOW RISK,7415.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8457-XIGKN,0.20977168768111665,LOW RISK,736.3713181291071,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4981-FLTMF,0.1609497229209058,LOW RISK,3716.4,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7606-BPHHN,0.033684276447972714,LOW RISK,1425.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
7005-CCBKV,0.8389200576709089,HIGH RISK,3170.9050637804407,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4648-YPBTM,0.0652189702079249,LOW RISK,3916.7,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2325-ZUSFD,0.1539353788706317,LOW RISK,3995.7,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1240-KNSEZ,0.6749009140951698,HIGH RISK,755.1563007344415,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0430-IHCDJ,0.6733942036106189,HIGH RISK,1840.928295322768,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
7957-RYHQD,0.5735333920047195,MEDIUM RISK,3168.0,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6164-HAQTX,0.03623056889841041,LOW RISK,3830.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0749-IRGQE,0.690699148128096,HIGH RISK,1701.9194240432932,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1227-UDMZR,0.015636503682906037,LOW RISK,6562.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5473-KHBPS,0.2612332925593613,LOW RISK,4976.400000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5297-MDOIR,0.17400872286851812,LOW RISK,5112.450000000001,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8873-TMKGR,0.02464442677766032,LOW RISK,717.5863355237727,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6481-ESCNL,0.6611490895733266,HIGH RISK,3777.66000193274,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
0463-WZZKO,0.244651791660696,LOW RISK,779.576778121376,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1038-RQOST,0.14105801435549975,LOW RISK,773.9412833397759,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4937-QPZPO,0.5168958804916993,MEDIUM RISK,6093.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3604-WLABM,0.5300241015511147,MEDIUM RISK,2038.1706126787783,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1360-XFJMR,0.3675095533103087,MEDIUM RISK,7349.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8717-VCTXJ,0.03153618868968897,LOW RISK,821.1,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5196-SGOAK,0.8785339423809932,HIGH RISK,2844.046366447623,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
8739-XNIKG,0.8931730952858207,HIGH RISK,3155.877077696173,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2320-TZRRH,0.03284325574868397,LOW RISK,732.6143216080402,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5186-SAMNZ,0.8605079125932906,HIGH RISK,2611.1125821414767,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5760-FXFVO,0.7275230332733871,HIGH RISK,2966.148753382296,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
5380-WJKOV,0.7488529392056802,HIGH RISK,3995.565800154619,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
4703-MQYKT,0.03225298589459149,LOW RISK,736.3713181291071,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2001-MCUUW,0.3256639078842983,MEDIUM RISK,4997.900000000001,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4947-DSMXK,0.6603955572583107,HIGH RISK,3670.5856010823354,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
0076-LVEPS,0.29201380956307876,LOW RISK,1690.6484344800926,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5566-SOEZD,0.22390895989209258,LOW RISK,3030.017694240433,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
7408-OFWXJ,0.013999078806395176,LOW RISK,6465.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1097-FSPVW,0.2805458942492791,LOW RISK,2291.1,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
4412-YLTKF,0.7416890700274067,HIGH RISK,2932.3357846926942,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0420-TXVSG,0.08699355202461151,LOW RISK,4362.599999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7817-BOQPW,0.887895038291183,HIGH RISK,2838.410871666022,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0963-ZBDRN,0.6727687395364377,HIGH RISK,3614.230653266332,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
9685-WKZGT,0.8229908190789672,HIGH RISK,2815.8688925396214,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2139-FQHLM,0.5391924087581321,MEDIUM RISK,3379.418370699652,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5825-XJOCM,0.1363896703164261,LOW RISK,3091.2000000000003,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
0004-TLHLJ,0.8340737202556862,HIGH RISK,2776.4204290684197,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7529-ZDFXI,0.6395842927972205,HIGH RISK,5121.45,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6848-YLDFR,0.2480605708963771,LOW RISK,4361.6,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
5820-PTRYM,0.1441571752967676,LOW RISK,3833.2,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
2984-RGEYA,0.021854923573156312,LOW RISK,1362.75,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6434-TTGJP,0.07004595001818999,LOW RISK,2017.5071318129108,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
9643-AVVWI,0.792869718214856,HIGH RISK,3005.597216853498,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3506-OVLKD,0.1554235411438441,LOW RISK,984.3330885195206,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4946-EDSEW,0.2496425851227938,LOW RISK,723.221830305373,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2924-KHUVI,0.439454972319843,MEDIUM RISK,5630.8,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2263-SFSQZ,0.05817911294583325,LOW RISK,1272.45,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5281-BUZGT,0.6652116557107588,HIGH RISK,3413.2313393892537,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3717-FDJFU,0.03490432964873752,LOW RISK,768.3057885581754,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
2239-CFOUJ,0.1484088441273457,LOW RISK,766.427290297642,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8699-ASUFO,0.848284662977652,HIGH RISK,2795.2054116737536,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1122-YJBCS,0.14972988304445375,LOW RISK,3701.85,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
0628-CNQRM,0.16773580560922974,LOW RISK,2535.972651720139,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
1705-GUHPV,0.022146454907009585,LOW RISK,1524.6,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4877-TSOFF,0.14921767913265865,LOW RISK,4166.25,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
7404-JLKQG,0.6723396659485539,HIGH RISK,2162.151497873985,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0379-DJQHR,0.0628859266011445,LOW RISK,5450.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
8993-PHFWD,0.7550286104006397,HIGH RISK,948.6416215693854,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3930-ZGWVE,0.5892461132649344,MEDIUM RISK,742.0068129107074,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
1965-DDBWU,0.61488669785416,HIGH RISK,3345.60540201005,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7572-KPVKK,0.3817399752389339,MEDIUM RISK,6451.099999999999,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6854-EXGSF,0.42877098082296633,MEDIUM RISK,2460.832721298801,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9483-GCPWE,0.04315466937657289,LOW RISK,755.1563007344415,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8053-WWDRO,0.34037985796406006,MEDIUM RISK,732.6143216080402,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9473-CBZOP,0.10384009559004158,LOW RISK,2216.6279474294547,MEDIUM LTV,LOW,Continue regular engagement and monitor customer behavior.
3985-HOYPM,0.022297547850136237,LOW RISK,728.8573250869732,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8378-LKJAF,0.6679944015001731,HIGH RISK,3843.7,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
1310-QRITU,0.6005707292571363,HIGH RISK,1889.7692500966368,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3237-AJGEH,0.5316378845936629,MEDIUM RISK,1164.6689215307306,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6542-LWGXJ,0.6917365937337854,HIGH RISK,939.249130266718,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6953-PBDIN,0.0689951881059697,LOW RISK,5106.5,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6332-FBZRI,0.12773634902372333,LOW RISK,4646.45,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9365-CSLBQ,0.022747031135109924,LOW RISK,1728.85,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3466-WAESX,0.43337332257311756,MEDIUM RISK,2596.0845960572087,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
9700-ISPUP,0.4799398610594079,MEDIUM RISK,2460.832721298801,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
5167-ZFFMM,0.8592759888211081,HIGH RISK,3413.2313393892537,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7669-LCRSD,0.46401694464458115,MEDIUM RISK,2115.1890413606493,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0870-VEMYL,0.46816369628059784,MEDIUM RISK,2023.142626594511,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
2995-UPRYS,0.3833419202196518,MEDIUM RISK,3968.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3179-GBRWV,0.35951005590834617,MEDIUM RISK,2440.1692404329337,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
0701-TJSEF,0.3344768882641675,MEDIUM RISK,2564.150125628141,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1848-LBZHY,0.458461796114247,MEDIUM RISK,1889.7692500966368,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5380-XPJNZ,0.02885990088051433,LOW RISK,761.9,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6608-QQLVK,0.8059864280625081,HIGH RISK,1897.2832431387708,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
1475-VWVDO,0.8304341677791496,HIGH RISK,2813.990394279088,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
3721-CNEYS,0.8622818749019469,HIGH RISK,2665.589031696946,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
4299-OPXEJ,0.03597859285589629,LOW RISK,1094.8,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
0096-BXERS,0.6469557697979608,HIGH RISK,1891.6477483571705,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3055-VTCGS,0.1949518253748771,LOW RISK,3688.65,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
9405-GPBBG,0.21978796896718808,LOW RISK,7072.0,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6704-UTUKK,0.5608877385671055,MEDIUM RISK,1724.4614031696944,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
9944-AEXBM,0.6805968282277314,HIGH RISK,3217.8675202937766,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2545-EBUPK,0.9059322863477596,HIGH RISK,3157.7555759567063,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6270-OMFIW,0.4281953856077517,MEDIUM RISK,5664.0,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1852-XEMDW,0.3275376791708628,MEDIUM RISK,2443.9262369540006,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8158-WPEZG,0.48720896487180565,MEDIUM RISK,1339.36925976034,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
5198-EFNBM,0.3723109933282926,MEDIUM RISK,5167.05,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
7663-RGWBC,0.7399564832440575,HIGH RISK,1658.7139640510245,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
3970-XGJDU,0.03079708057907204,LOW RISK,1190.4,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
6845-RGTYS,0.5768395331218277,MEDIUM RISK,4641.25,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0123-CRBRT,0.026020287625157082,LOW RISK,5374.099999999999,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
6077-BDPXA,0.8525663056741709,HIGH RISK,2635.5330595284117,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2250-IVBWA,0.3336475576368691,MEDIUM RISK,5187.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
6137-NICCO,0.8312928357159437,HIGH RISK,3533.455228063394,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
8129-GMVGI,0.019543050941398746,LOW RISK,1122.8,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
4353-HYOJD,0.3428522666137306,MEDIUM RISK,1872.862765751836,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
8671-KKKOS,0.3980045245363927,MEDIUM RISK,2095.3,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
8080-DDEMJ,0.7831799674845441,HIGH RISK,1694.4054310011595,LOW LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6698-OXETB,0.030344973789892423,LOW RISK,766.427290297642,LOW LTV,LOW,Continue regular engagement and monitor customer behavior.
3312-UUMZW,0.7002311448342559,HIGH RISK,3713.791061074604,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
6376-GAHQE,0.8315991702949,HIGH RISK,2924.82179165056,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
0733-VUNUW,0.34144540088427305,MEDIUM RISK,2090.7685639737147,MEDIUM LTV,MEDIUM,Monitor customer and consider a suitable service or pricing offer.
6733-LRIZX,0.41083203162479975,MEDIUM RISK,4093.247709702358,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
2165-VOEGB,0.3618740564409363,MEDIUM RISK,4839.2,HIGH LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
1853-UDXBW,0.8703166078517071,HIGH RISK,2629.897564746811,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
9070-BCKQP,0.14234826437985504,LOW RISK,7930.8,HIGH LTV,MAINTAIN,Maintain relationship and provide good customer experience.
1035-IPQPU,0.6847752193970231,HIGH RISK,6520.5,HIGH LTV,CRITICAL,Immediate retention intervention. Offer personalized incentive and proactive customer support.
2057-ZBLPD,0.7741820071034049,HIGH RISK,3249.801990722845,MEDIUM LTV,HIGH,Prioritize customer for retention campaign and consider a targeted offer.
